,,,,,,,_,,,_,,_,_,_,,,_,_,,,,,_,_,,,,_,_,,_,_,_,_,job_insertdate
9322745948,Promina Baby Crunchies 20gram /Promina Crunchies 20gr/Snack Bayi 20,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,322,,0,/category/ibu-bayi/susu-bayi-anak/vian1/promina-baby-crunchies-20gram-promina-crunchies-20gr-snack-bayi-20-prom-rumput-lau,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/3/d7f00a5c-3d11-4524-a532-2dd2c96fb566.jpg,"[{'position': 'integrity', 'title': '4rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp7.399,,5,5.0,https://www.tokopedia.com/vian1/promina-baby-crunchies-20gram-promina-crunchies-20gr-snack-bayi-20-prom-rumput-lau?extParam=ivf%3Dfalse,False,0,4069363,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,2071547,Noviandi1.,https://www.tokopedia.com/vian1,Jakarta Timur,False,True,AceSearchUnifyShop,2023-12-17 21:25:04
,,,,,,,_,,,_,,_,_,_,,,_,_,,,,,_,_,,,,_,_,,_,_,_,_,job_insertdate
6766700372,YUMMY BITES MEAL STEP 1 STEP 2 STEP 3 145gr JAR BOTOL KACA,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,1156,,2,/category/ibu-bayi/susu-bayi-anak/mybaby-tools/yummy-bites-meal-step-1-step-2-step-3-145gr-jar-botol-kaca-tunamixvege,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/17/31571f29-df16-451e-b24d-08ddda7df155.jpg,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp41.900,Rp41.200,,5,5.0,https://www.tokopedia.com/mybaby-tools/yummy-bites-meal-step-1-step-2-step-3-145gr-jar-botol-kaca-tunamixvege?extParam=ivf%3Dfalse,False,0,6511561,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6253929,MyBabyTools,https://www.tokopedia.com/mybaby-tools,Jakarta Selatan,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
708629589,YUMMY BITES BEBEROLL BABY SNACK 40 GR,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,1599,,2,/category/ibu-bayi/susu-bayi-anak/mybaby-tools/yummy-bites-beberoll-baby-snack-40-gr-orange,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/22/4fe0e6ce-012f-4f49-a3fd-14f78bbffb6d.jpg,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'costperunit', 'title': 'Rp81.750/100 g', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp33.500,Rp32.700,,5,5.0,https://www.tokopedia.com/mybaby-tools/yummy-bites-beberoll-baby-snack-40-gr-orange?extParam=ivf%3Dfalse,False,0,6511561,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6253929,MyBabyTools,https://www.tokopedia.com/mybaby-tools,Jakarta Selatan,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
683765036,Enfamil Gentle Care Step 1 800 gram (0-6 Bulan),[],4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,1723,,0,/category/ibu-bayi/susu-bayi-anak/kapalperang/enfamil-gentle-care-step-1-800-gram-0-6-bulan,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/8/23/29e9bd63-4ea1-41cf-ae96-fd73c1370082.jpg,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'price', 'title': 'Cashback 21,8rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '5rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp545.000,,5,5.0,https://www.tokopedia.com/kapalperang/enfamil-gentle-care-step-1-800-gram-0-6-bulan?extParam=ivf%3Dfalse%26whid%3D14937698,False,0,14937698,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1475764,Kapal Perang,https://www.tokopedia.com/kapalperang,Medan,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
2708074101,Pediasure Triplesure Cokelat 900 gr,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,813,,0,/category/ibu-bayi/susu-bayi-anak/istanasusu/pediasure-triplesure-cokelat-900-gr,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2022/1/11/bf4873b1-4935-44b8-b450-0ef667aeaf43.jpg,"[{'position': 'price', 'title': 'Cashback 3,5rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Toserba', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/28/a8778146-2c44-48e6-8b1f-b5bb222fb84e.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp353.829,,5,5.0,https://www.tokopedia.com/istanasusu/pediasure-triplesure-cokelat-900-gr?extParam=ivf%3Dfalse,False,0,4075308,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,2124815,Istana Susu,https://www.tokopedia.com/istanasusu,Kab. Bekasi,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
690736701,YUMMY BITES BABY RICE CRACKERS 50 GR,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,2177,,2,/category/ibu-bayi/susu-bayi-anak/mybaby-tools/yummy-bites-baby-rice-crackers-50-gr-strawberry,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/3/2d3a4051-e064-46b4-b041-c3a857ffc258.jpg,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'costperunit', 'title': 'Rp56.000/100 g', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp28.500,Rp28.000,,5,5.0,https://www.tokopedia.com/mybaby-tools/yummy-bites-baby-rice-crackers-50-gr-strawberry?extParam=ivf%3Dfalse,False,0,6511561,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6253929,MyBabyTools,https://www.tokopedia.com/mybaby-tools,Jakarta Selatan,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
2422988361,Chilmil Gold 200g,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,189,,0,/category/ibu-bayi/susu-bayi-anak/morinagaofficial/chilmil-gold-200g,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/16/7e766dc0-de26-4ec2-a7b8-70285fcf2f91.png,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'price', 'title': 'Cashback 2,9rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '750+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Toserba', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/28/a8778146-2c44-48e6-8b1f-b5bb222fb84e.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp49.400,,5,5.0,https://www.tokopedia.com/morinagaofficial/chilmil-gold-200g?extParam=ivf%3Dfalse,False,0,4254005,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,3950239,Morinaga Official Shop,https://www.tokopedia.com/morinagaofficial,Tangerang Selatan,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
7200300652,VIDORAN XMART 1+3+ VANILA MADU IMUN UP SUSU FORMULA ALL VARIAN 950GR,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,283,,5,/category/ibu-bayi/susu-bayi-anak/nmbabyshop/vidoran-xmart-1-3-vanila-madu-imun-up-susu-formula-all-varian-950gr-vidoran-3-madu,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/11/9d84c151-488c-4e2b-9276-90b16d0d4d83.jpg,"[{'position': 'integrity', 'title': '750+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp67.000,Rp63.900,,5,5.0,https://www.tokopedia.com/nmbabyshop/vidoran-xmart-1-3-vanila-madu-imun-up-susu-formula-all-varian-950gr-vidoran-3-madu?extParam=ivf%3Dfalse,False,0,123164,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,3650616,NMbabyshop,https://www.tokopedia.com/nmbabyshop,Jakarta Barat,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
370755408,Morinaga BMT PLATINUM Moricare 400gr - Susu Formula Bayi,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,1336,,0,/category/ibu-bayi/susu-bayi-anak/morinagaofficial/morinaga-bmt-platinum-moricare-400gr-susu-formula-bayi,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/16/cabe0b03-6d97-4caf-a581-bffddc2992bf.png,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'price', 'title': 'Cashback 10,2rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '3rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Inspirasi Belanja', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/10/24/226dc83d-448e-46a8-8c89-25056b6c30ca.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp171.600,,5,4.9,https://www.tokopedia.com/morinagaofficial/morinaga-bmt-platinum-moricare-400gr-susu-formula-bayi?extParam=ivf%3Dfalse%26whid%3D4254005,False,0,4254005,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,3950239,Morinaga Official Shop,https://www.tokopedia.com/morinagaofficial,Tangerang Selatan,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
5210330670,Pureeland Kecap MPASI Organik/ Mpasi Bayi Organik / Bumbu MPASI,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,553,,0,/category/ibu-bayi/susu-bayi-anak/pureeland/pureeland-kecap-mpasi-organik-mpasi-bayi-organik-bumbu-mpasi-asin-kedelai,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/10/099e9764-b606-4532-a223-a31c8ec96b02.jpg,"[{'position': 'integrity', 'title': '4rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp33.000,,5,4.9,https://www.tokopedia.com/pureeland/pureeland-kecap-mpasi-organik-mpasi-bayi-organik-bumbu-mpasi-asin-kedelai?extParam=ivf%3Dfalse,False,0,1527360,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1906751,Pureeland,https://www.tokopedia.com/pureeland,Jakarta Barat,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
6272146271,Plum & Blum Beras MPASI BB Booster | PlumandBlum Bubur MPASI Bayi,"[{'title': 'Power Merchant Pro Badge', 'imageUrl': 'https://images.tokopedia.net/img/goldmerchant/pm_activation/badge/PM%20Pro%20Small.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,290,,8,/category/ibu-bayi/susu-bayi-anak/tokosusumomnkids/plum-blum-beras-mpasi-bb-booster-plumandblum-bubur-mpasi-bayi-beras-jepang,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/27/aa52652b-78f4-4cf0-a9dd-a566fc101435.png,"[{'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp23.000,Rp21.160,,5,5.0,https://www.tokopedia.com/tokosusumomnkids/plum-blum-beras-mpasi-bb-booster-plumandblum-bubur-mpasi-bayi-beras-jepang?extParam=ivf%3Dfalse,False,0,111599,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,2602194,Toko Susu Mom n Kids,https://www.tokopedia.com/tokosusumomnkids,Jakarta Utara,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
5953090695,Chil Go Powder 3+ Madu 1000 gr,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,938,,7,/category/ibu-bayi/susu-bayi-anak/istanasusu/chil-go-powder-3-madu-1000-gr,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2022/10/12/838fdeb7-c256-40b9-96ef-2d408ecc8104.jpg,"[{'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Harga spesial', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/28/a8778146-2c44-48e6-8b1f-b5bb222fb84e.png', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp96.129,Rp89.206,,5,5.0,https://www.tokopedia.com/istanasusu/chil-go-powder-3-madu-1000-gr?extParam=cmp%3D1%26ivf%3Dfalse,False,0,4075308,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,2124815,Istana Susu,https://www.tokopedia.com/istanasusu,Kab. Bekasi,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
6985969431,Keju Belcube Cheese Spread 125 gr - Belcube Keju Bayi MPASI 24 kotak,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,3758,https://vod.tokopedia.com/view/adaptive.m3u8?id=d2c46cacd6484f72a73fe3b288e9369a,0,/category/ibu-bayi/susu-bayi-anak/aloraessential/keju-belcube-cheese-spread-125-gr-belcube-keju-bayi-mpasi-24-kotak-belcube-satuan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/23/e0473d9e-b2f9-4444-ae0b-c5d8236e3f90.jpg,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Toserba', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/11/28/a8778146-2c44-48e6-8b1f-b5bb222fb84e.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp44.999,,5,5.0,https://www.tokopedia.com/aloraessential/keju-belcube-cheese-spread-125-gr-belcube-keju-bayi-mpasi-24-kotak-belcube-satuan?extParam=ivf%3Dtrue,False,0,7803748,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,7596230,Alora Essential,https://www.tokopedia.com/aloraessential,Jakarta Utara,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
8538373041,Grouu - Abon Mpasi & Anak - BB Booster,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,86,https://vod.tokopedia.com/view/adaptive.m3u8?id=48f33da030f771eea40e86c6360c0102,30,/category/ibu-bayi/susu-bayi-anak/grouu/grouu-abon-mpasi-anak-bb-booster-abon-ayam,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/15/99981f41-6335-44c6-93b3-381062f4e2d2.jpg,"[{'position': 'price', 'title': 'Cashback 2,9rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '250+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Beli Lokal', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/12/8/1a976501-81ee-4705-bea8-28ca5c54e8d6.png', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp71.000,Rp49.500,,5,4.9,https://www.tokopedia.com/grouu/grouu-abon-mpasi-anak-bb-booster-abon-ayam?extParam=ivf%3Dtrue,False,0,9762352,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,9653641,Grouu,https://www.tokopedia.com/grouu,Jakarta Barat,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
178206601,Enfagrow A+4 Vanila 800 gram,[],4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,428,,0,/category/ibu-bayi/susu-bayi-anak/kapalperang/enfagrow-a-4-vanila-800-gram,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/12/2/8da65d4e-08bf-43f1-8ef4-d666a1d78310.jpg,"[{'position': 'price', 'title': 'Cashback 12,6rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '1rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp315.000,,5,5.0,https://www.tokopedia.com/kapalperang/enfagrow-a-4-vanila-800-gram?extParam=ivf%3Dfalse%26whid%3D14937698,False,0,14937698,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1475764,Kapal Perang,https://www.tokopedia.com/kapalperang,Medan,False,True,AceSearchUnifyShop,2023-12-17 21:25:09
326747062,SGM Eksplor 1+ dengan IronC Susu Pertumbuhan Rasa Vanilla 900GR,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,11224,,0,/category/ibu-bayi/susu-bayi-anak/sgmofficialstore/sgm-eksplor-1-dengan-ironc-susu-pertumbuhan-rasa-vanilla-900gr,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/4/d822d871-b60e-41de-a903-15613403e0b0.png,"[{'position': 'integrity', 'title': '10rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Serbu OS', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2022/12/1/4d3f8e43-a1f7-4b4c-94db-a7b8aa28178d.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'category', 'title': 'Halal', 'type': 'textGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp90.450,,5,5.0,https://www.tokopedia.com/sgmofficialstore/sgm-eksplor-1-dengan-ironc-susu-pertumbuhan-rasa-vanilla-900gr?extParam=ivf%3Dfalse,False,0,2901081,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,3824444,SGM Official Store,https://www.tokopedia.com/sgmofficialstore,Jakarta Timur,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
11629236238,Pureeland Bumbu Masak Pouch MPASI / Baby Meal Sauce / MPASI Bayi,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",395,ibu-bayi/susu-bayi-anak/sereal-bubur-bayi,56,Ibu & Bayi,21,,0,/category/ibu-bayi/susu-bayi-anak/pureeland/pureeland-bumbu-masak-pouch-mpasi-baby-meal-sauce-mpasi-bayi-kuning-pouch-c33b9,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/20/a6626717-0a3d-4eb7-890e-9ac15b731d0d.jpg,"[{'position': 'integrity', 'title': '250+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp27.000,,5,4.8,https://www.tokopedia.com/pureeland/pureeland-bumbu-masak-pouch-mpasi-baby-meal-sauce-mpasi-bayi-kuning-pouch-c33b9?extParam=ivf%3Dfalse,False,0,1527360,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,1906751,Pureeland,https://www.tokopedia.com/pureeland,Jakarta Barat,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
477765216,PediaSure Madu 850 g (1-10th) - Nutrisi Pertumbuhan,[],4651,ibu-bayi/susu-bayi-anak/susu-anak,56,Ibu & Bayi,1470,,7,/category/ibu-bayi/susu-bayi-anak/abbott/pediasure-madu-850-g-1-10th-nutrisi-pertumbuhan,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/4/11/734c512a-ae3d-4c54-877f-e3fd7148a28a.jpg,"[{'position': 'price', 'title': 'Cashback 22,9rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '3rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'fulfillment', 'title': 'Dilayani Tokopedia', 'type': 'textDarkGrey', 'url': 'https://images.tokopedia.net/img/restriction-engine/bebas-ongkir/DilayaniTokopedia_Icon.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'campaign', 'title': 'Inspirasi Belanja', 'type': '', 'url': 'https://images.tokopedia.net/img/phOWBv/2023/10/24/226dc83d-448e-46a8-8c89-25056b6c30ca.png', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'category', 'title': 'Halal', 'type': 'textGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp350.900,Rp328.000,,5,5.0,https://www.tokopedia.com/abbott/pediasure-madu-850-g-1-10th-nutrisi-pertumbuhan?extParam=ivf%3Dfalse%26whid%3D13056835,False,0,13056835,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,763506,Abbott Official Store,https://www.tokopedia.com/abbott,Bekasi,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
789310132,Yummy Bites Rice Crackers Original 25gr,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",2011,ibu-bayi/susu-bayi-anak/biskuit-snack-bayi,56,Ibu & Bayi,539,,25,/category/ibu-bayi/susu-bayi-anak/yummybites/yummy-bites-rice-crackers-original-25gr,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/8/4/42a39521-ef40-4df5-b93f-510e58c8c6b7.png,"[{'position': 'best_seller', 'title': 'Terlaris', 'type': '#e1aa1d', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '2rb+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'costperunit', 'title': 'Rp66.000/100 g', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",Rp22.000,Rp16.500,,5,4.9,https://www.tokopedia.com/yummybites/yummy-bites-rice-crackers-original-25gr?extParam=ivf%3Dfalse%26whid%3D6890924,False,0,6890924,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,6682168,Yummy Bites Official,https://www.tokopedia.com/yummybites,Kab. Tangerang,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
8872150309,BEBELOVE 2 BOX 400 GR,"[{'title': 'Official Store', 'imageUrl': 'https://images.tokopedia.net/img/official_store_badge.png', 'show': True, '__typename': 'AceSearchUnifyBadge'}]",4650,ibu-bayi/susu-bayi-anak/susu-bayi-di-bawah-1-tahun,56,Ibu & Bayi,11,,0,/category/ibu-bayi/susu-bayi-anak/lottemartbintaro/bebelove-2-box-400-gr,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/3/30/dcad27ea-dd52-4a3e-b666-6334b17b0691.jpg,"[{'position': 'price', 'title': 'Cashback 5,2rb', 'type': 'lightGreen', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}, {'position': 'integrity', 'title': '80+ terjual', 'type': 'textDarkGrey', 'url': '', '__typename': 'AceSearchUnifyLabelGroup'}]",,Rp75.000,,5,5.0,https://www.tokopedia.com/lottemartbintaro/bebelove-2-box-400-gr?extParam=ivf%3Dfalse,False,0,14983862,AceSearchUnifyProduct,,,,,AceSearchUnifyAds,15128547,LOTTE Mart Bintaro,https://www.tokopedia.com/lottemartbintaro,Tangerang Selatan,True,True,AceSearchUnifyShop,2023-12-17 21:25:09
